Issue.ID,Number.of.issue.solving.commits.found,Total.additions.made.to.fix.the.issue,Total.deletions.made.to.fix.the.issue,Total.changes.made.to.fix.the.issue,Commits..commit.hashcode..date.of.commit..commit.s.author..number.of.additions.made.by.the.commit..number.of.deletions.made.by.the.commit..number.of.total.changes.made.by.the.commit..approach.used.to.find.the.commit.
163,2,205,284,489,"(858ceb6d9be23f57ea4bfda0df8fb46003ad53bf, 2019-10-04 06:19:25 -0700, Deven Desai, 109, 145, 254, LINK), (55adaaed46efefb0665654a3e3fabb63d7245fd5, 2019-10-04 06:19:25 -0700, Deven Desai, 96, 139, 235, LINK)"
16314,1,1,1,2,"(75a849fafbe69a036eb7f5f79b91413641784560, 2018-01-23 14:50:26 -0500, Anthony Platanios, 1, 1, 2, LINK)"
16350,1,1,1,2,"(970efe54114f5064b35ad94e938c83977e771bc2, 2018-01-31 18:58:24 -0800, Mark Daoust, 1, 1, 2, REGEX)"
16451,1,6,2,8,"(4078ecd4e107cb61da8e4a3ce0293bbb8d9dbb62, 2018-01-26 10:11:50 -0800, Yong Tang, 6, 2, 8, REGEX)"
16479,1,11,11,22,"(f68404bdd10a4b6ef2a50439efac4614de024636, 2018-01-27 15:01:31 -0800, Yong Tang, 11, 11, 22, REGEX)"
16481,1,64,6,70,"(77e6a452188e83ae4498cc3ae23e20e60061b367, 2018-02-01 11:50:23 -0800, Derek Murray, 64, 6, 70, LINK)"
16499,1,27,0,27,"(b9af4308064dc560c4501523a5508de553000fb0, 2018-01-27 19:48:35 +0000, Yong Tang, 27, 0, 27, REGEX)"
16534,1,6,3,9,"(a7c225c89e4169492f0eef57c913463b976dd44e, 2018-02-07 16:24:34 +0000, Yong Tang, 6, 3, 9, REGEX)"
16553,1,21,8,29,"(9a9a90e9f170045e752805b390064c25fcc69573, 2018-04-12 13:01:05 -0700, Yong Tang, 21, 8, 29, REGEX)"
16585,1,2,2,4,"(b0d432dcc8c52177ebbaeb3a74d488f0af702f21, 2018-02-02 03:03:31 +0100, lissyx, 2, 2, 4, LINK)"
16590,1,32,4,36,"(5e6e691ba320fba71aec0a426ff6e5608ddcad1d, 2018-02-09 09:25:10 -0800, Allen Lavoie, 32, 4, 36, LINK)"
16606,3,92,54,146,"(259525189f41eaa1c08e0baa0dbac8d2cf3a15ef, 2018-03-22 00:11:33 +0200, Joel Shor, 46, 4, 50, LINK), (9ef37abc6f3da1d3d1699293f1afb52494125161, 2018-03-20 20:28:36 -0700, Gunhan Gulsoy, 5, 45, 50, LINK), (198bf16225b3224e9af6bafd9f1b4c1433557281, 2018-03-20 13:18:13 +0200, joel-shor, 41, 5, 46, LINK)"
16660,1,14,8,22,"(64acb73e0a970a8f177854a4286979acd40903d6, 2018-08-13 17:39:45 -0700, Asim Shankar, 14, 8, 22, LINK)"
167,2,44,42,86,"(bed413034e3f4f482397bf5db724e78aaa6a8841, 2019-10-04 08:57:28 -0700, Nicolas Vasilache, 22, 21, 43, LINK), (42f6fb01afa13eee5e556dbcd54a6d1238beb971, 2019-10-04 08:57:28 -0700, Nicolas Vasilache, 22, 21, 43, LINK)"
16703,1,6,4,10,"(d0904cbe01c88332acb4faa8bede21adb5fa1de7, 2018-02-05 12:40:51 -0800, Asim Shankar, 6, 4, 10, LINK)"
16735,1,2,2,4,"(bd0d204700df1a1a245b0593a11efd8ede139311, 2018-02-04 20:01:28 -0800, Yong Tang, 2, 2, 4, REGEX)"
168,2,24,1,25,"(6546946d5e8f14b7d43e96acde90a9dc73caba8f, 2019-10-10 16:25:11 -0700, A. Unique TensorFlower, 6, 0, 6, LINK), (51a9eb030c8dee92f1ff2669378bec19c4418788, 2019-10-10 16:25:11 -0700, Alex Zinenko, 18, 1, 19, LINK)"
16829,1,8,3,11,"(96564330fb0508a50a0515be11c9202c64b0f5b7, 2018-02-12 16:24:45 -0800, Igor Saprykin, 8, 3, 11, LINK)"
16913,1,6,6,12,"(80e100b4fb98f47e8e843762651530741c1d66bb, 2018-02-21 12:31:27 -0800, Asim Shankar, 6, 6, 12, LINK)"
16976,1,2,0,2,"(febed14f36eef0d3800d891b18717df36f786852, 2018-02-14 18:38:44 -0800, Guangda Lai, 2, 0, 2, LINK)"
17,2,976,271,1247,"(6cad9c885ebd8cfbba156cda93b8a9ebff9d92cb, 2019-04-15 16:32:00 -0700, Jacques Pienaar, 8, 5, 13, LINK), (d0d975f8c3330b5402263b2356b038bc8af919a2, 2016-10-05 18:02:01 +0100, Derek Murray, 968, 266, 1234, LINK)"
170,2,38,28,66,"(8d5d080baba1aeb6eebe98b629234e557d52b9b6, 2019-10-08 15:01:35 -0700, Uday Bondhugula, 2, 2, 4, LINK), (079dca0faf865c266d0242858dfae3953d92dc88, 2019-10-08 15:01:35 -0700, Uday Bondhugula, 36, 26, 62, LINK)"
17014,2,41,10,51,"(7d3e3fd76a002cd1dd78cb7f11bab760fb5abecb, 2018-04-26 16:24:51 -0700, Malcolm Reynolds, 33, 9, 42, LINK), (ff013946362e7d80c53b82b64a7f5b462808ff8f, 2018-04-24 11:26:26 -0700, Malcolm Reynolds, 8, 1, 9, LINK)"
17020,3,3,3,6,"(5b67901f225e3b6c65e7df0927f4047fc915cbb7, 2018-05-17 22:14:52 -0700, Amit Patankar, 1, 1, 2, LINK), (5f794e9f84686794f50c18f67e41edf179c61828, 2018-02-15 17:05:41 -0800, Reed Wanderman-Milne, 1, 1, 2, LINK), (f5c581f0f4649898ed00650fe98c7ef344e0f240, 2018-02-15 17:05:41 -0800, Reed Wanderman-Milne, 1, 1, 2, LINK)"
17022,1,1,0,1,"(312e34e318ee37a5e08af6afaef6a187ca33612e, 2019-02-13 11:32:51 +0100, Michael Käufl, 1, 0, 1, LINK)"
17090,2,190,44,234,"(260f5b8fe144cd369fde755739806449a2901252, 2018-02-26 15:42:52 -0800, Bixia Zheng, 95, 22, 117, LINK), (175730d3791618a496a5c66d7d6fef9c7768cf34, 2018-02-26 15:42:52 -0800, Bixia Zheng, 95, 22, 117, LINK)"
171,2,14,14,28,"(c1358ebff0bf54f36be52036571a50ff3df27f15, 2019-10-08 17:19:03 -0700, Deven Desai, 1, 1, 2, LINK), (5b64b9712e5e36369b9f51884ecd83485f1ebc06, 2019-10-08 17:19:03 -0700, Deven Desai, 13, 13, 26, LINK)"
17130,1,20,2,22,"(624a2e47329fefa1f17373954ac541b0e42a9fca, 2018-02-20 13:36:15 -0800, Asim Shankar, 20, 2, 22, LINK)"
17195,1,105,3,108,"(7d095f1bccc9d923fe64420e552268d220160488, 2018-02-22 07:21:39 -0800, KB Sriram, 105, 3, 108, LINK)"
172,2,26,26,52,"(d35ac634bd32759196a11e06838fd30a3b396d36, 2019-10-09 20:32:12 -0700, Kazuaki Ishizaki, 18, 18, 36, LINK), (20b96c22f86435629f0e91a87a0adbe81c501656, 2019-10-09 20:32:12 -0700, Kazuaki Ishizaki, 8, 8, 16, LINK)"
17210,1,110,51,161,"(37f6d224d69edd532197d615ace872933be5d74b, 2018-03-07 23:22:47 -0800, Yong Tang, 110, 51, 161, REGEX)"
1723,1,21,0,21,"(9f0f274859ab8ec7afaf4fec3c174d02515a8a1f, 2016-03-31 12:16:10 -0800, Manjunath Kudlur, 21, 0, 21, LINK)"
17284,1,199,35,234,"(f6bda409206dc642d7a6f02842e76b0be7234491, 2018-02-27 19:11:43 -0800, Derek Murray, 199, 35, 234, LINK)"
17360,1,23,39,62,"(5279cf29cea96b3ec50df506bb51d8ffabdabac9, 2018-03-05 14:45:28 -0800, A. Unique TensorFlower, 23, 39, 62, LINK)"
174,2,952,175,1127,"(57d9aab1c9be6b143a9a4ee462d594f2b259a8ef, 2019-10-30 14:41:26 -0700, Denis Khalikov, 564, 98, 662, LINK), (e7df2c27d8f2956b7ecd18824642bcc555f4da29, 2019-10-30 14:41:26 -0700, Denis Khalikov, 388, 77, 465, LINK)"
17423,2,5398,1931,7329,"(8b5212011c7b67b7f8c2ea1b641aa0a7151c82d0, 2018-04-06 14:24:42 -0700, Rasmus Munk Larsen, 5394, 1928, 7322, LINK), (ccad14e8281b244edffb09dc757b1997497dc27c, 2018-04-05 11:36:43 -0700, Suharsh Sivakumar, 4, 3, 7, LINK)"
17431,1,8,1,9,"(1128294d84c3810332aadea2bee27ef0d116bee4, 2018-03-14 18:14:42 -0700, Felix Abecassis, 8, 1, 9, LINK)"
1748,1,323,130,453,"(c34a0d7ea6b557588a7a0c9f9c4e60d59f593af7, 2016-05-12 15:26:42 -0800, Vijay Vasudevan, 323, 130, 453, LINK)"
17533,1,7,2,9,"(a925ef7bf111e203157128dc64dc046c60e6b8e0, 2018-03-13 13:44:59 -0700, Yong Tang, 7, 2, 9, REGEX)"
17554,1,3,2,5,"(9768b6ceaad2e4266be900ef14e6fab217e5a59e, 2018-03-15 13:52:43 -0400, Krish Ravindranath, 3, 2, 5, LINK)"
17566,1,8,1,9,"(1128294d84c3810332aadea2bee27ef0d116bee4, 2018-03-14 18:14:42 -0700, Felix Abecassis, 8, 1, 9, LINK)"
176,2,138,138,276,"(0b6dcfc3a3a9cc407de565c46795980911e7a586, 2019-10-09 15:06:54 -0700, Kazuaki Ishizaki, 69, 69, 138, LINK), (a19dd2d71d982d99f4c593f8f9b730cc8116290a, 2019-10-09 15:06:54 -0700, Kazuaki Ishizaki, 69, 69, 138, LINK)"
1760,1,1,1,2,"(657f1d987aca211e775acbccf719e67864a0be70, 2016-04-03 21:55:24 -0700, Dmytro Lituiev, 1, 1, 2, LINK)"
17633,1,1,1,2,"(4b0bb6d5d01c0b2aa89df11b45ff8d728d4c2059, 2018-03-12 22:48:49 -0500, Siby Jose Plathottam, 1, 1, 2, LINK)"
17641,1,12,0,12,"(049dfd5e070cfa84c82eea71c6c746a70cba4a3f, 2018-04-10 10:34:32 -0700, Yong Tang, 12, 0, 12, REGEX)"
17695,1,7,1,8,"(10be1f2377bf7aad1a4cfa306277c53e44493a57, 2018-03-13 22:13:38 -0700, Yong Tang, 7, 1, 8, REGEX)"
177,2,213,211,424,"(8071a512ff3c0386a9fcc4bfc144e8bb4537aad1, 2019-10-20 00:11:03 -0700, Kazuaki Ishizaki, 106, 105, 211, LINK), (b93d6cb82748678f5d9f5e466fdfe023f11872e9, 2019-10-20 00:11:03 -0700, Kazuaki Ishizaki, 107, 106, 213, LINK)"
17720,2,30,4,34,"(6655570f12dba22fe752796471635e109e682056, 2018-03-14 18:39:25 -0700, Derek Murray, 15, 2, 17, LINK), (041cf60da44f4c423c8f1ef603ce74b3377eb2d3, 2018-03-14 18:39:25 -0700, Derek Murray, 15, 2, 17, LINK)"
17784,1,20,0,20,"(aa57960b545ca25223568e366d99b0a4be7a03da, 2018-05-07 11:49:08 -0700, Alexandre Passos, 20, 0, 20, LINK)"
17792,1,48,1,49,"(a78c5033e005f76b83df4fd97d0074fcc990f603, 2018-03-19 13:38:23 -0700, Akshay Agrawal, 48, 1, 49, LINK)"
17801,1,15,5,20,"(3eb314bbcdc6e850eefc21c7ecbd91e28bd04a70, 2018-07-09 15:39:12 -0700, A. Unique TensorFlower, 15, 5, 20, LINK)"
17802,1,121,189,310,"(88334807a5beb8b61a967d21e534ed238e7916c0, 2018-03-19 20:21:45 -0700, Alexandre Passos, 121, 189, 310, LINK)"
17835,1,1,1,2,"(b1cb65ab5218c13eb9d0f55b7f169cd676e032f3, 2018-03-19 10:29:45 -0700, Fanjin Zeng, 1, 1, 2, LINK)"
17850,1,2,0,2,"(ae9ecfb68428e92089b7b3cc788fabc4dd3aa5e4, 2018-08-31 17:00:35 -0700, Gunhan Gulsoy, 2, 0, 2, LINK)"
1786,1,3,17,20,"(bef9bd4ea76a9f463c24ff64a8161787c1b29323, 2016-04-20 05:31:49 +0200, Dr. Kashif Rasul, 3, 17, 20, LINK)"
17882,1,6,1,7,"(c2013e7151b480d75b5d51417e06935faa6b53d5, 2018-04-09 07:11:32 -0700, Shanqing Cai, 6, 1, 7, LINK)"
17932,1,27,2,29,"(2219b88a3d5154b9158a1902b061cad6cae2d0a8, 2018-03-23 14:00:39 -0700, A. Unique TensorFlower, 27, 2, 29, LINK)"
1797,1,103,29,132,"(79d872ef79a9a9f57dfcd82e3068b1d8bd9fe392, 2016-06-15 12:34:02 -0800, Lukasz Kaiser, 103, 29, 132, LINK)"
1799,1,299,11,310,"(19bca790350ac7f0d1b1d29f5d56581b883e8c3a, 2016-04-11 23:03:47 -0700, Sam Abrahams, 299, 11, 310, LINK)"
18,1,73,9,82,"(a8edd7c822fcb9420eb2ea74a57eeeb6c17a425f, 2017-03-09 16:42:17 -0800, Alexander Heinecke, 73, 9, 82, LINK)"
18041,1,61,66,127,"(931a3054d2c13c3438fc58978b3463a0bd268aee, 2018-07-23 15:05:15 -0700, A. Unique TensorFlower, 61, 66, 127, LINK)"
18084,1,2,0,2,"(de9256f61a9d71a30b175e46116fc5d87063ceaa, 2018-05-04 08:19:03 -0500, William D. Irons, 2, 0, 2, LINK)"
18099,1,38,1,39,"(65669c0e12ba7aaa43a34db3798b8ac8fd97ba3e, 2018-03-30 10:41:48 -0700, Yong Tang, 38, 1, 39, REGEX)"
1816,1,15,6,21,"(91969ae68e30eef368698094a7f574a3bcfdf315, 2016-04-08 06:04:37 -0800, Derek Murray, 15, 6, 21, LINK)"
18180,1,32,21,53,"(46df4a1afd50f69966e63245e7758cc0d5656c4e, 2018-04-02 12:01:32 -0700, Asim Shankar, 32, 21, 53, LINK)"
18188,1,1,1,2,"(d5fc41a8ca69d37696c7c324e19a3a724b70192b, 2018-04-05 16:49:29 -0700, Yong Tang, 1, 1, 2, REGEX)"
18193,3,158,87,245,"(421d1c077053e6e38e4c9cee99641edcd4d9ca1e, 2018-04-11 18:20:19 -0700, Yifei Feng, 63, 43, 106, LINK), (58029d1d0b13dbe91db12cb130303bfaaf566d8a, 2018-04-11 18:20:19 -0700, Yifei Feng, 63, 43, 106, LINK), (e606e9133e96caf00d60e2ac0eb3f308fd0a4758, 2018-04-09 12:09:34 -0700, Yifei Feng, 32, 1, 33, LINK)"
18205,1,1,1,2,"(d5fc41a8ca69d37696c7c324e19a3a724b70192b, 2018-04-05 16:49:29 -0700, Yong Tang, 1, 1, 2, REGEX)"
18260,2,5509,1947,7456,"(8b5212011c7b67b7f8c2ea1b641aa0a7151c82d0, 2018-04-06 14:24:42 -0700, Rasmus Munk Larsen, 5394, 1928, 7322, LINK), (eef7771ddb9fc0de5e8c9aeabcaa186ff78ec105, 2018-04-06 09:26:26 -0700, Derek Murray, 115, 19, 134, LINK)"
18287,1,18,7,25,"(1b67ccbe8006eacffd268553abd01310e8b187d6, 2018-05-10 14:27:40 -0700, Francois Chollet, 18, 7, 25, LINK)"
183,2,581,0,581,"(e3aa3340db6db1280b146e5cb7c2ae016ce9a3f6, 2019-10-17 12:25:14 -0700, Denis Khalikov, 175, 0, 175, LINK), (fb78a04d3e28ed9e5163433dfa4e5f62b59a05cd, 2019-10-17 12:25:14 -0700, Denis Khalikov, 406, 0, 406, LINK)"
18300,1,93,13,106,"(9b18bd70b5739d646b21b7d45de0e5c96b8cc2a1, 2018-04-09 14:26:55 -0700, Skye Wanderman-Milne, 93, 13, 106, LINK)"
18363,1,1,0,1,"(26b2814096bf6d9dd0af91a37a0706e17450b9ec, 2018-04-26 20:21:18 +0000, Yong Tang, 1, 0, 1, REGEX)"
18384,1,155,0,155,"(075fbb59d767ae2868c369799d553a953ffb4dad, 2018-04-18 13:49:18 -0700, Yong Tang, 155, 0, 155, REGEX)"
184,2,31,2,33,"(e4d0086f779a3664ea4b8a13d5197c6e00f763cc, 2019-10-11 18:35:02 -0700, Eric Schweitz, 12, 1, 13, LINK), (4597c9cba2825f394a8ccbfb62c6c809cf1fe152, 2019-10-11 18:35:02 -0700, Eric Schweitz, 19, 1, 20, LINK)"
18460,1,14,2,16,"(f185600509b46414f05dec70df080c7a3d62c58c, 2018-04-17 16:44:21 -0700, Yong Tang, 14, 2, 16, REGEX)"
18474,1,13,6,19,"(0c2ca00e1082ab2692af68af183083e41393f6c4, 2018-04-13 11:38:43 -0700, Yong Tang, 13, 6, 19, REGEX)"
18529,1,5,2,7,"(0b92d7b655e51e107393f9bd4022175fdbc16f1d, 2018-04-15 18:42:45 +0000, Yong Tang, 5, 2, 7, REGEX)"
18586,1,24,0,24,"(c6aa3a0624ef7e1ff95cc07dde20c74105c4a584, 2018-04-28 12:04:45 -0700, Yong Tang, 24, 0, 24, REGEX)"
1859,1,1,1,2,"(c07d1f3defaabde52070c9aca0dc51f2c7d55104, 2016-04-11 15:49:21 -0700, lahwran, 1, 1, 2, LINK)"
18598,1,4,0,4,"(6fe887e5e495cff6eba35ea9c1e08c6044aa90ed, 2018-04-17 16:10:27 +0000, Yong Tang, 4, 0, 4, REGEX)"
18642,2,52,2,54,"(a722cdf7a62a3ee82ca6ee1b3d33f3d03dba49ee, 2018-04-18 15:04:21 -0700, Francois Chollet, 26, 1, 27, LINK), (5c1e253344c0a9d90b27eeef6dd5fcf76b74bba5, 2018-04-18 15:04:21 -0700, Francois Chollet, 26, 1, 27, LINK)"
18648,1,57,2,59,"(0775f684c51b6b2f24d58c116cc2073d53659e3c, 2018-05-14 14:58:17 -0700, Alexandre Passos, 57, 2, 59, LINK)"
18652,1,9,5,14,"(aef000ed3c2863a5cc7ccb5bf1fb46116e7f4f02, 2018-07-24 11:10:46 -0700, Gunhan Gulsoy, 9, 5, 14, LINK)"
18658,1,47,12,59,"(8e86dcd1c59bb3f1dc978fcb5398dd3f2f51d9ad, 2018-06-17 18:10:58 -0400, Dan J, 47, 12, 59, LINK)"
18692,1,1,3,4,"(1a2eb108a3e513a4f4609b9d421277bc222e5eb0, 2018-04-19 15:03:05 +0000, Yong Tang, 1, 3, 4, REGEX)"
187,1,1032,1172,2204,"(e7cc0256bb5679686f3b752eb62e338154868aef, 2019-10-15 11:40:12 -0700, Sana Damani, 1032, 1172, 2204, LINK)"
18712,1,2,1,3,"(2a956c9b8f9950405b481ccc0e05636873ecc9ae, 2018-04-20 02:40:37 +0000, Yong Tang, 2, 1, 3, REGEX)"
18769,1,11,1,12,"(f2be10a6d278f9a4546fa9cded94074959e67302, 2019-05-07 17:49:48 -0700, Allen Lavoie, 11, 1, 12, LINK)"
18827,1,844,199,1043,"(43b6f6c0ebb032c17ed5382150ba989761e036b7, 2018-10-15 13:57:27 -0700, Jiri Simsa, 844, 199, 1043, LINK)"
18861,1,73,63,136,"(5de9b8463ee214a02aa71815c837b49c6ea2f93c, 2018-05-14 14:56:36 -0700, Asim Shankar, 73, 63, 136, LINK)"
1888,3,268,165,433,"(5a96e4e672109b29951d2f65fcf46b00d85e025a, 2016-09-02 19:32:03 -0800, Vijay Vasudevan, 18, 5, 23, LINK), (3e8c4fd7403659ec32b9fec90a78831043aa0786, 2016-08-30 19:04:28 -0800, Vijay Vasudevan, 177, 148, 325, LINK), (fa042c7063b922f8048630de7084b2a28e59827c, 2016-08-25 14:46:35 -0800, Vijay Vasudevan, 73, 12, 85, LINK)"
18887,1,21,3,24,"(69c74f1e74eb5da964638533d594475ee9e54a66, 2018-05-14 11:35:40 -0700, Yong Tang, 21, 3, 24, REGEX)"
189,4,352,89,441,"(26416a3b897cbef811969723cff6d8a83e028630, 2019-10-18 14:09:42 -0700, Nicolas Vasilache, 19, 16, 35, LINK), (ee6bd3abbad311e062ae38e7e3aef6ba41fba252, 2019-10-18 14:09:42 -0700, Nicolas Vasilache, 52, 41, 93, LINK), (63c44f6d9f2fc0f2deb40a71d90ad13e97b1d0d9, 2019-10-18 13:48:26 -0700, Nicolas Vasilache, 150, 17, 167, LINK), (ce689839765bf1d5730384c3878b707aa8133202, 2019-10-18 13:48:26 -0700, Nicolas Vasilache, 131, 15, 146, LINK)"
18919,1,91,42,133,"(1aa40a1ce7869b6557049bcc623dad452a69ef6c, 2018-05-11 10:51:24 -0700, Suharsh Sivakumar, 91, 42, 133, LINK)"
18925,1,50,53,103,"(c1ea01275b93e2d1f96ad1bdacc6aacf6fe231d7, 2018-05-17 15:28:09 -0700, Akshay Modi, 50, 53, 103, LINK)"
18960,1,1,1,2,"(f4162b7eafcb9c27292a9544b1a29f2fc7f54be6, 2018-05-17 10:02:06 -0700, Alexandre Passos, 1, 1, 2, LINK)"
19,1,0,4,4,"(d1229d9d4fe04f68fb13de97442c3597be3d2263, 2017-03-09 16:45:31 -0800, Alexander Heinecke, 0, 4, 4, LINK)"
19014,1,14,12,26,"(01a70dc43d32eb5add5f1cb5de2d6c98ed88dd83, 2018-05-04 11:17:17 -0700, Suharsh Sivakumar, 14, 12, 26, LINK)"
19022,1,9,15,24,"(d8bda536c5080e761bcb24ab6984c26da875f52c, 2018-05-07 23:17:02 +0200, Yong Tang, 9, 15, 24, REGEX)"
19062,1,4,0,4,"(729caa48a34683cd38bb14c48bb63e8cddc88d60, 2018-08-10 10:56:50 -0700, Mustafa Ispir, 4, 0, 4, LINK)"
19069,2,463,43,506,"(fa5c52e31f30e8cb88a5452e3b4aefc786fb8852, 2018-05-23 16:10:30 -0700, Priya Gupta, 430, 40, 470, LINK), (f17620153c47370f30a84b99eaba82bef8cd7d8e, 2018-05-15 13:20:01 -0700, Priya Gupta, 33, 3, 36, LINK)"
19077,1,1090,0,1090,"(82cea6c11f8e3368f6b22a8833e958ccf38493b9, 2018-05-14 18:30:49 -0700, Rachel Lim, 1090, 0, 1090, LINK)"
19083,1,73,63,136,"(5de9b8463ee214a02aa71815c837b49c6ea2f93c, 2018-05-14 14:56:36 -0700, Asim Shankar, 73, 63, 136, LINK)"
191,2,1136,1645,2781,"(dee72675d9137041f8090a2adc86f3db2dd45f67, 2019-10-16 12:08:55 -0700, Sana Damani, 1129, 1645, 2774, LINK), (2a8278ebe2f156d7d19f896e41c9c32c0333806b, 2019-10-16 12:08:55 -0700, Sana Damani, 7, 0, 7, LINK)"
1914,1,323,130,453,"(c34a0d7ea6b557588a7a0c9f9c4e60d59f593af7, 2016-05-12 15:26:42 -0800, Vijay Vasudevan, 323, 130, 453, LINK)"
19175,1,1,3,4,"(c317afd07eb11abe416080cdced9ec00198dbbb0, 2018-05-09 08:55:19 -0700, Yong Tang, 1, 3, 4, REGEX)"
1919,1,2,0,2,"(b874e2ccfda77c964bfb0a41a8dc339e320b185c, 2016-04-13 18:27:27 -0800, Yaroslav Bulatov, 2, 0, 2, LINK)"
192,2,2,2,4,"(f87ff5b0f58c93b5c6108b2abc1642764bccc236, 2019-10-17 09:58:58 -0700, Mehdi Amini, 1, 1, 2, LINK), (47101cda0aeb8f573b5b61b97bf333ec8433d552, 2019-10-17 09:58:58 -0700, Mehdi Amini, 1, 1, 2, LINK)"
19203,1,5,1,6,"(f506183dd148d97e3378eb994b2ac9c948ef0ada, 2018-05-17 16:06:21 -0700, Craig Citro, 5, 1, 6, LINK)"
19208,2,89,3,92,"(620bcf01283abc434b1971106863269168cb8a5a, 2018-05-17 14:32:47 -0700, Allen Lavoie, 29, 0, 29, LINK), (56b46370ba08c76200711f4a8d25194af1235fd5, 2018-05-10 18:28:24 -0700, Allen Lavoie, 60, 3, 63, LINK)"
19219,1,34,0,34,"(2869a86c56b163318cfb47126f3c7f56db0b642c, 2018-05-14 22:04:50 -0700, Mustafa Ispir, 34, 0, 34, LINK)"
19223,1,1,1,2,"(39ba73897cd3a5e14d3e78624f0b5942479f533a, 2018-05-14 11:09:30 -0700, Yong Tang, 1, 1, 2, REGEX)"
1924,3,9562,2545,12107,"(e55574f28257bdacd744dcdba86c839e661b1b2a, 2017-09-15 19:38:25 -0700, drpngx, 6502, 1910, 8412, LINK), (3438981ca7b659e57fb1e15152a1f9fd99b5d6bc, 2017-09-12 11:56:28 -0700, David G. Andersen, 27, 0, 27, LINK), (5405394ecbc92baf9c45e612185ab42b1dcd0a30, 2016-05-12 19:25:40 -0800, Manjunath Kudlur, 27, 2, 29, LINK)"
19250,1,454,29,483,"(7b78417a00e6805557d530c1f1fcc8b2a44d6e2e, 2018-05-23 10:43:28 -0700, Allen Lavoie, 454, 29, 483, LINK)"
19260,2,190,76,266,"(9bcbfc1636d98e99d821c1a5292a5fe70663ccdb, 2018-06-27 17:30:52 -0700, RJ Ryan, 95, 38, 133, LINK), (07f61ee48784c8765006ea6ce6abd467cfe47a9e, 2018-06-27 17:30:52 -0700, RJ Ryan, 95, 38, 133, LINK)"
19274,1,4,1,5,"(cea293f00cd8710e439937b048745c14ac52b3ff, 2018-05-15 22:40:27 +0000, Yong Tang, 4, 1, 5, REGEX)"
19289,1,13,6,19,"(34d58ca2de7a67be382fb1c7b7ca4868f6695ee3, 2018-05-15 13:57:39 -0700, Allen Lavoie, 13, 6, 19, LINK)"
19292,1,29,1,30,"(be41e845b581fd7d0c3d356173329dc0fc8e1caa, 2018-06-20 16:50:43 -0700, Pavithra Vijay, 29, 1, 30, LINK)"
19299,1,11,8,19,"(4d91734ca1e400a7fef012e75d2590377583261c, 2018-05-15 13:30:13 -0700, Alexandre Passos, 11, 8, 19, LINK)"
19318,1,19,2,21,"(440e3850bd197332876f391e79cf06c723d69885, 2018-06-04 09:44:20 -0700, Yong Tang, 19, 2, 21, REGEX)"
19323,1,3,0,3,"(025192b30c7abf125aba1691d5c7e9e048c644ed, 2018-05-17 07:10:01 -0700, Derek Murray, 3, 0, 3, LINK)"
19337,1,16,27,43,"(ce11f0b65d3e4d0bf2b03f5956cb34cb3d96ad89, 2018-05-16 15:47:58 -0700, Geoffrey Irving, 16, 27, 43, LINK)"
19360,1,54,22,76,"(88ba64b668044c5cb776fa27c8429e2c0e64e665, 2018-07-24 21:07:41 -0700, Geoffrey Irving, 54, 22, 76, LINK)"
19496,1,14,7,21,"(2c75dbfd2d37a3c06d34cc4b12682a63a75503f7, 2018-05-29 18:10:27 -0700, Jiri Simsa, 14, 7, 21, LINK)"
19498,1,1,1,2,"(52d5a9457cbefd5afd89b5a7867fcea2944676f3, 2018-05-23 20:54:45 +0000, Yong Tang, 1, 1, 2, REGEX)"
19499,1,134,3,137,"(70674b950ab48f913ed1c99e48c4162287595d46, 2018-05-29 10:34:20 -0700, Allen Lavoie, 134, 3, 137, LINK)"
19551,1,60,16,76,"(d0b51d7d9d50dd73c46ba2f2daaa9d26cc0666d0, 2018-08-17 11:57:27 -0700, Anjali Sridhar, 60, 16, 76, LINK)"
19588,2,180,12,192,"(6d1beebffd216c5cb2eda8a8ba3a59d605ed8fe1, 2018-06-26 15:30:08 -0700, Rohan Jain, 90, 6, 96, LINK), (a9f857758e43e9151459b290b386ad3e03633bb0, 2018-06-26 15:30:08 -0700, Rohan Jain, 90, 6, 96, LINK)"
19594,1,41,40,81,"(a951093889128db4acf4ed80a286ebb2de813241, 2018-05-31 07:56:56 -0700, Skye Wanderman-Milne, 41, 40, 81, LINK)"
19607,2,129,30,159,"(03e10b0b485fca75ebd476201fa49c7f3b86bfa3, 2018-08-09 17:01:57 -0700, A. Unique TensorFlower, 79, 11, 90, LINK), (4963bcf071dea91bb1fca38d1c281d9d76a7dfa3, 2018-08-01 13:34:55 -0700, A. Unique TensorFlower, 50, 19, 69, LINK)"
1961,2,48,2,50,"(fb301a9848cb94c405c38c7ef995f9ae7a1504f4, 2016-04-15 06:38:25 -0800, Derek Murray, 24, 1, 25, LINK), (ddb59d7a983f44f3b926542ca535cb66f0582693, 2016-04-15 06:38:25 -0800, Derek Murray, 24, 1, 25, LINK)"
19642,1,38,1,39,"(030088358322c883086817a732f1cbe9dd84bb49, 2019-02-04 17:19:22 -0800, Jared Duke, 38, 1, 39, LINK)"
